id	text	category	priority	website	logo
1143	Sekai	Frame manufacturer	10		
1058	Sekine	Frame manufacturer	10		
1289	Selle Anatomica	Manufacturer	10	http://selleanatomica.com	https://files.bikeindex.org/uploads/Ma/1289/selleanatomicacom.png
773	Selle Italia	Manufacturer	10		
774	Selle Royal	Manufacturer	10		
775	Selle San Marco	Manufacturer	10		
297	Serotta	Frame manufacturer	10	http://serotta.com/	
1297	Sette	Frame manufacturer	10	http://www.settebikes.com/	
298	Seven Cycles	Frame manufacturer	10	http://www.sevencycles.com/	
845	Shadow Conspiracy	Frame manufacturer	10	http://www.theshadowconspiracy.com/	
299	Shelby Cycle Company	Frame manufacturer	10		
776	Sherpani	Manufacturer	10		
366	Shimano	Manufacturer	10	http://bike.shimano.com	https://files.bikeindex.org/uploads/Ma/366/bikeshimanocom.png
1096	Shinola	Frame manufacturer	10	http://www.shinola.com/	
962	Shogun	Frame manufacturer	10		
1010	Shredder	Frame manufacturer	10	http://lilshredder.com/	
777	Sidi	Manufacturer	10		
778	Sierra Designs	Manufacturer	10		
779	Sigma	Manufacturer	10		
780	Silca	Manufacturer	10		
1392	Simcoe	Frame manufacturer	10	http://simcoebicycles.com/	
781	Simple Green	Manufacturer	10		
1270	Simplon	Frame manufacturer	10	http://www.simplon.com	https://files.bikeindex.org/uploads/Ma/1270/wwwsimploncom.png
300	Simson	Frame manufacturer	10		
301	Sinclair Research	Frame manufacturer	10	http://www.sinclairzx.com/	
782	Singletrack Solutions	Manufacturer	10		
783	Sinz	Manufacturer	10		
1353	Six-Eleven	Frame manufacturer	10	http://sixelevenbicycleco.com/	
784	SixSixOne	Manufacturer	10		
785	Skadi	Manufacturer	10		
786	Skinz	Manufacturer	10		
787	Skratch Labs	Manufacturer	10		
999	Skyway 	Frame manufacturer	10		
789	Slime	Manufacturer	10		
791	Smartwool	Manufacturer	10		
792	SockGuy	Manufacturer	10		
303	Sohrab Cycles	Frame manufacturer	10	http://www.sohrab-cycles.com/index.php	
305	Solex	Frame manufacturer	10	http://www.solexworld.com/en/	
794	Solio	Manufacturer	10		
304	Solé (Sole bicycles)	Frame manufacturer	10	http://www.solebicycles.com/	
368	Soma	Frame manufacturer	100	http:// www.somafab.com	
306	Somec	Frame manufacturer	10	http://www.somec.com/	
1197	Sonoma	Frame manufacturer	10	http://sonomabike.com/	
1267	Soulcraft	Frame manufacturer	10	http://www.soulcraftbikes.com	
795	Source	Manufacturer	10		
364	Spalding Bicycles	Frame manufacturer	10		
21	Sparta B.V.	Frame manufacturer	10		
307	Specialized	Frame manufacturer	500	http://www.specialized.com/us/en/home/	
1276	Spectrum	Frame manufacturer	10	http://www.spectrum-cycles.com/	
797	Speedfil	Manufacturer	10		
308	Speedwell bicycles	Frame manufacturer	10		
798	Spenco	Manufacturer	10		
1207	Spicer	Frame manufacturer	10	http://www.spicercycles.com/	
799	SpiderTech	Manufacturer	10		
1030	Spike	Manufacturer	10	http://spikeparts.com/	
800	Spinskins	Manufacturer	10		
953	Spooky	Frame manufacturer	10	http://www.spookybikes.com	
803	SportRack	Manufacturer	10		
801	Sportlegs	Manufacturer	10		
802	Sportourer	Manufacturer	10		
1053	Spot	Frame manufacturer	10	http://spotbrand.com/	
804	Sprintech	Manufacturer	10		
805	Squeal Out	Manufacturer	10		
110	Squire	Manufacturer	10	http://www.squirelocks.co.uk/security_advice/secure_your_bicycle.html	
1018	St. Tropez	Frame manufacturer	10		
1360	Stages cycling (Power meters)	Frame manufacturer	10	http://www.stagescycling.com/stagespower	
12	Staiger	Frame manufacturer	10	http://www.staiger-fahrrad.de/	
809	Stan's No Tubes	Manufacturer	10		
1144	Standard Byke	Frame manufacturer	10	http://www.standardbyke.com/	
810	Stanley	Manufacturer	10		
1154	Stanridge Speed	Frame manufacturer	10	http://www.stanridgespeed.com/	
961	State Bicycle Co.	Frame manufacturer	10	http://www.statebicycle.com/	
812	Steadyrack	Manufacturer	10		
1357	Steelman Cycles	Frame manufacturer	10	http://www.steelmancycles.com/	
813	Stein	Manufacturer	10		
979	Stein Trikes	Frame manufacturer	10	http://www.steintrikes.com/index.php	
311	Stelber Cycle Corp	Frame manufacturer	10		
312	Stella	Frame manufacturer	10		
814	Stem CAPtain	Manufacturer	10		
313	Sterling Bicycle Co.	Frame manufacturer	10		
983	Steve Potts	Frame manufacturer	10	http://www.stevepottsbicycles.com	
1108	Stevens	Frame manufacturer	10	http://www.stevensbikes.de/2014/index.php	
1229	Stevenson Custom Bicycles	Frame manufacturer	10	http://stevensoncustombikes.com/	
960	Stoemper	Frame manufacturer	10	http://stoemper.com/	
352	Stolen Bicycle Co.	Frame manufacturer	10		
817	Stop Flats 2	Manufacturer	10		
939	Strada Customs	Frame manufacturer	10	http://www.stradacustoms.com	
1210	Stradalli Cycles	Frame manufacturer	10	http://www.carbonroadbikebicyclecycling.com/	
818	Straitline	Manufacturer	10		
1382	Strawberry Bicycle	Frame manufacturer	10	http://www.strawberrybicycle.com/	
314	Strida	Frame manufacturer	10		
819	Strider	Frame manufacturer	10	http://www.striderbikes.com/	
1243	Stromer	Frame manufacturer	10	http://www.stromerbike.com/en/us	
1177	Strong Frames	Frame manufacturer	10	http://www.strongframes.com/	
820	Sturmey-Archer	Manufacturer	10		
1072	Stålhästen	Frame manufacturer	10	http://www.stalhasten.eu/st%C3%A5lh%C3%A4sten	
821	Subrosa	Frame manufacturer	10	http://subrosabrand.com/	
822	Suelo	Manufacturer	10		
823	Sugino	Manufacturer	10		
315	Sun	Frame manufacturer	10		
824	Sun Ringle	Manufacturer	10		
825	SunRace	Frame manufacturer	10	http://www.sunrace.com/	
355	Sunday	Frame manufacturer	10	http://www.sundaybikes.com	https://files.bikeindex.org/uploads/Ma/355/wwwsundaybikescom.png
1086	Sunn	Frame manufacturer	10	https://www.facebook.com/sunn.bicycle	
826	Suomi	Manufacturer	10		
827	Superfeet	Manufacturer	10		
828	Supernova	Manufacturer	10		
112	Surly	Frame manufacturer	500	http://surlybikes.com	https://files.bikeindex.org/uploads/Ma/112/surlybikescom.png
1191	Surrey	Frame manufacturer	10	http://www.internationalsurreyco.com	
829	Sutherlands	Manufacturer	10		
830	Suunto	Manufacturer	10		
318	Suzuki	Frame manufacturer	10		
1252	Sweatpea Bicycles	Frame manufacturer	10	http://www.sweetpeabicycles.com/	
1275	Swingset	Frame manufacturer	10	http://www.swingsetbicycles.com/	
832	Swix	Manufacturer	10		
963	Swobo	Frame manufacturer	10	http://shop.swobo.com/	
1234	SyCip	Frame manufacturer	10	http://sycip.com/	
833	Syntace	Manufacturer	10		
834	T Mat Pro	Manufacturer	10		
1232	TET Cycles (Tom Teesdale Bikes)	Frame manufacturer	10	http://tetcycles.com/	
842	TH Industries	Manufacturer	10		
323	TI Cycles of India	Frame manufacturer	10		
864	TRP	Manufacturer	10		
870	TYR	Manufacturer	10		
835	Tacx	Manufacturer	10	https://www.tacx.com/	
949	Takara	Frame manufacturer	10	http://takarabikes.com/	
1037	Talisman	Frame manufacturer	10		
1370	Tallac	Manufacturer	10	http://tallachouse.com/	
836	Tamer	Manufacturer	10		
837	Tange-Seiki	Manufacturer	10		
838	Tangent Products	Manufacturer	10		
1209	Tati Cycles	Frame manufacturer	10	http://taticycles.com/	https://files.bikeindex.org/uploads/Ma/1209/tati.jpg
1294	Taylor Bicycles (Paul Taylor)	Frame manufacturer	10	http://taylorbicycles.blogspot.com/	
839	Tec Labs	Manufacturer	10		
840	Tektro	Manufacturer	10		
976	Tern	Frame manufacturer	10	http://www.ternbicycles.com/us/	
1306	Terra Trike	Frame manufacturer	10	http://www.terratrike.com/	
1299	Terrible One	Frame manufacturer	10	http://www.terribleone.com	
319	Terrot	Frame manufacturer	10		
841	Terry	Frame manufacturer	10	http://www.terrybicycles.com/	
37	The Arthur Pequegnat Clock Company	Frame manufacturer	10		
1080	The Bicycle Forge	Frame manufacturer	10	http://www.bicycleforge.com/	
844	The Hive	Manufacturer	10		
846	Thinksport	Manufacturer	10		
847	Thomson	Manufacturer	10		
321	Thorn Cycles	Frame manufacturer	10		
1386	Throne Cycles	Frame manufacturer	10	http://thronecycles.com/	
1161	Thruster	Frame manufacturer	10	http://walmart.com	https://files.bikeindex.org/uploads/Ma/1161/walmartcom.png
848	Thule	Frame manufacturer	10	http://www.thule.com	
985	Ti Cycles	Frame manufacturer	10	http://ticycles.com/	
111	Tigr	Manufacturer	10	http://tigrlock.com	https://files.bikeindex.org/uploads/Ma/111/tigrlockcom.png
849	Timbuk2	Manufacturer	10		
850	Time	Frame manufacturer	10	http://www.time-sport.com/	
851	Timex	Manufacturer	10		
852	Tioga	Manufacturer	10		
991	Titan	Frame manufacturer	10	http://www.titanracingbikes.com/	
1043	Titus	Frame manufacturer	10	http://www.titusti.com	https://files.bikeindex.org/uploads/Ma/1043/wwwtitusticom.png
853	Toko	Manufacturer	10		
1380	Tomac	Frame manufacturer	10	http://www.tomac.com.au/	
1162	Tommasini	Frame manufacturer	10	http://tommasinibicycle.com/	
970	Tommaso	Frame manufacturer	10	http://tommasobikes.com/	
1164	Tony Hawk	Frame manufacturer	10	http://www.toysrus.com/	
854	Topeak	Manufacturer	10		
855	TorHans	Manufacturer	10		
1145	Torelli	Frame manufacturer	10	http://www.torelli.com/	
324	Torker	Frame manufacturer	250		
1163	Tour de France	Frame manufacturer	10	http://cyclefg.com/	
1342	Toyo	Frame manufacturer	10	http://toyoframe.com/	
1271	Traitor	Frame manufacturer	10	http://www.traitorcycles.com	
1273	Transit	Manufacturer	10	http://www.performancebike.com/bikes/CategoryDisplay?catalogId=10551&storeId=10052&categoryId=400763&langId=-1&parent_category_rn=400345&top_category=400345&pageView=	
1019	Transition Bikes	Frame manufacturer	10	http://www.transitionbikes.com/	
856	Tranz-X	Manufacturer	10		
857	Tree	Manufacturer	10		
47	Trek	Frame manufacturer	500	http://www.trekbikes.com/us/en/	
858	Tressostar	Manufacturer	10		
859	TriFlow	Manufacturer	10		
862	TriSlide	Manufacturer	10		
863	TriSwim	Manufacturer	10		
1393	Tribe Bicycle Co	Frame manufacturer	10	http://tribebicycles.com/	
860	Trigger Point	Manufacturer	10		
861	Trik Topz	Manufacturer	10		
1287	Trinx	Frame manufacturer	10	http://www.trinx.com/	
326	Triumph Cycle	Frame manufacturer	10		
865	TruVativ	Manufacturer	10		
866	Tubasti	Manufacturer	10		
867	Tufo	Manufacturer	10		
14	Tunturi	Frame manufacturer	10		
1341	Turin	Frame manufacturer	10	http://www.turinbicycle.com/	
328	Turner Bicycles	Frame manufacturer	10	http://www.turnerbikes.com/	
868	Twin Six	Manufacturer	10		
869	TwoFish	Manufacturer	10		
871	UCLEAR	Manufacturer	10		
872	UCO	Manufacturer	10		
873	Uline	Manufacturer	10		
874	Ultimate Survival Technologies	Manufacturer	10		
875	UltraPaws	Manufacturer	10		
1004	Umberto Dei	Frame manufacturer	10	http://umbertodei.it/index.htm	
876	Unior	Manufacturer	10		
329	Univega	Frame manufacturer	100		
877	Unknown	Frame manufacturer	250		
1198	Upland	Frame manufacturer	10	http://www.uplandbicycles.com/	
330	Urago	Frame manufacturer	10		
331	Utopia	Frame manufacturer	10		
891	VP Components	Manufacturer	10		
1248	VSF Fahrradmanufaktur	Frame manufacturer	10	http://www.fahrradmanufaktur.de	
332	Valdora	Frame manufacturer	10		
1272	Van Dessel	Frame manufacturer	10	http://www.vandesselsports.com/	
1047	Van Herwerden	Frame manufacturer	10	http://www.vanherwerden.nl/	
1251	Vanilla	Frame manufacturer	10	http://www.thevanillaworkshop.com/	
1231	Vanmoof	Frame manufacturer	10	http://vanmoof.com/	
878	Vargo	Manufacturer	10		
1055	Vassago	Frame manufacturer	10	http://www.vassagocycles.com/	
880	Vee Rubber	Manufacturer	10		
881	Velo	Manufacturer	10		
882	Velo Orange	Frame manufacturer	10	http://www.velo-orange.com/	
883	Velo Press	Manufacturer	10		
335	Velo Vie	Frame manufacturer	10		
884	Velocity	Manufacturer	10		
333	Velomotors	Frame manufacturer	10		
982	Velorbis	Frame manufacturer	10	http://www.velorbis.com/velorbis-collections/velorbis-bicycles	
885	Velox	Manufacturer	10		
968	Verde	Frame manufacturer	10	http://verdebmx.com/2013completes/	
886	Versa	Manufacturer	10		
981	Vilano	Frame manufacturer	10	http://www.vilanobikes.com	https://files.bikeindex.org/uploads/Ma/981/wwwvilanobikescom.png
337	Villy Customs	Frame manufacturer	10		
887	Vincero Design	Manufacturer	10		
338	Vindec High Riser	Frame manufacturer	10		
956	Virtue	Frame manufacturer	10	http://www.virtuebike.com	
1082	Viscount	Frame manufacturer	10		
888	Vision	Frame manufacturer	10	http://www.visiontechusa.com/	
889	Vittoria	Manufacturer	10		
339	Vitus	Frame manufacturer	10		
1188	Viva	Frame manufacturer	10	http://www.vivabikes.com/	
1192	Vivente	Frame manufacturer	10	http://www.viventebikes.com/	
1249	Volae	Frame manufacturer	10		
1106	Volagi	Frame manufacturer	10	http://www.volagi.com/	
890	Volume	Frame manufacturer	10		
1089	Voodoo	Frame manufacturer	10	http://voodoocycles.net/	
1075	Vortrieb	Frame manufacturer	10	http://www.vortrieb.com/	
334	VéloSoleX	Frame manufacturer	10		
895	WD-40 Bike	Manufacturer	10		
913	WTB	Manufacturer	10		
996	Wabi Cycles	Frame manufacturer	10	http://www.wabicycles.com/index.html	
892	Wahoo Fitness	Manufacturer	10		
893	Wald	Manufacturer	10		
894	Walking Bird	Manufacturer	10		
341	Waterford	Frame manufacturer	10	http://waterfordbikes.com/w/	
342	WeThePeople	Frame manufacturer	10		
1039	WeeRide	Frame manufacturer	10	http://www.weeride.com/	
1118	Weehoo	Frame manufacturer	10	http://rideweehoo.com/	
896	Wellgo	Manufacturer	10		
897	Wheels Manufacturing	Manufacturer	10		
898	Wheelsmith	Manufacturer	10		
899	Where to Bike	Manufacturer	10		
900	Whisky Parts Co	Manufacturer	10		
901	Whispbar	Manufacturer	10		
902	White Bros	Manufacturer	10		
903	White Lightning	Manufacturer	10		
904	Wigwam	Manufacturer	10		
343	Wilderness Trail Bikes	Frame manufacturer	10		
344	Wilier Triestina	Frame manufacturer	10		
905	Williams	Manufacturer	10		
906	Willworx	Manufacturer	10		
907	Win	Manufacturer	10		
946	Windsor	Frame manufacturer	10	http://www.windsorbicycles.com/	
932	Winora	Frame manufacturer	10	http://www.winora.de/	
1052	Winter Bicycles	Frame manufacturer	10	http://www.winterbicycles.com/	
908	Wippermann	Manufacturer	10		
345	Witcomb Cycles	Frame manufacturer	10		
909	Witz	Manufacturer	10		
910	Wooden Bike Coffee	Manufacturer	10		
1254	WordLock	Frame manufacturer	10	http://wordlock.com/	
987	WorkCycles	Frame manufacturer	10	http://www.workcycles.com/	
346	Worksman Cycles	Frame manufacturer	10	http://www.worksmancycles.com/	
912	World Jerseys	Manufacturer	10		
347	Wright Cycle Company	Frame manufacturer	10		
914	X-Fusion	Manufacturer	10		
915	X-Lab	Manufacturer	10		
1077	X-Treme	Frame manufacturer	10	http://www.x-tremescooters.com	
1343	Xds	Frame manufacturer	10	http://www.xdsbicycles.com/	
348	Xootr	Frame manufacturer	10		
916	Xpedo	Manufacturer	10		
1007	Xtracycle	Frame manufacturer	10	http://www.xtracycle.com/	
920	YST	Manufacturer	10		
917	Yakima	Manufacturer	10		
918	Yaktrax	Manufacturer	10		
349	Yamaguchi Bicycles	Frame manufacturer	10	http://www.yamaguchibike.com/content/Index	
350	Yamaha	Frame manufacturer	10		
919	Yankz	Manufacturer	10		
1091	Yeti	Frame manufacturer	100	http://www.yeticycles.com	https://files.bikeindex.org/uploads/Ma/1091/wwwyeticyclescom.png
1003	Yuba	Frame manufacturer	10	http://yubabikes.com/	
921	Yurbuds	Manufacturer	10		
922	Zensah	Manufacturer	10		
351	Zigo	Frame manufacturer	10		
1215	Zinn Cycles	Frame manufacturer	10	http://zinncycles.com	
923	Zipp Speed Weaponry	Manufacturer	10		
924	Zoic	Manufacturer	10		
925	Zoom	Manufacturer	10		
926	Zoot	Manufacturer	10		
1182	Zycle Fix	Frame manufacturer	10	http://zyclefix.com/	
1073	b'Twin	Frame manufacturer	10	http://www.btwin.com/en/home	
1368	beixo	Frame manufacturer	10	http://www.beixo.com/	
1122	de Fietsfabriek 	Frame manufacturer	10	http://www.defietsfabriek.nl/	
1119	di Florino	Frame manufacturer	10		
502	e*thirteen	Manufacturer	10		
507	eGear	Manufacturer	10		
1170	eZip	Frame manufacturer	10	http://www.currietech.com/	
1280	eflow (Currietech)	Frame manufacturer	10	http://www.currietech.com/	
509	elete	Manufacturer	10		
518	epicRIDES	Manufacturer	10		
678	nuun	Manufacturer	10		
1006	sixthreezero	Frame manufacturer	10	http://www.sixthreezero.com/	
1121	van Andel/Bakfiets	Frame manufacturer	10	http://www.bakfiets.nl/	
